paper_id,table_id,caption,row_count,column_count,title,doi,year,journal,source_json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_13,Figure 4. Effect of solid electrolyte crystallinity on ionic conductivity,4,3,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_2,,5,3,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_3,,4,3,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_4,Figure 1. Na-Y-Zr-Cl composition and long-range order,8,2,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_5,Figure 1. Na-Y-Zr-Cl composition and long-range order,3,2,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_6,"sample, a corresponding reduction in NaCl signal intensity is observed. To obtain the specific composition of the Na_2.25-xY_0.25Zr_0.75Cl_6-x (1.325 ≤ x ≤ 2.000) samples, adjusted x values were calculated by comparing ss-NMR signal areas from the resonances attributed to NaCl and Na_2.25-xY_0.25Zr_0.75Cl_6-x phases (Figure S4). Our analysis shows that these adjusted x values are slightly higher but generally vary linearly with the stoichiometric x value, showing that higher x values clearly re...",6,3,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_7,,48,3,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_9,Figure 3. Sodium local environments and ionic conductivity measurements,24,3,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_10,"The room temperature performance of two solid-state batteries comprising either the most conductive Na_2.25-xY_0.25Zr_0.75Cl_6-x compound (x = 1.625) or the fully amorphous compound (x = 2.000) was evaluated. Before assembling the solid-state batteries, the electrochemical stability window of the two materials was examined using linear sweep voltammetry (Figure 5A). The x = 1.625 and x = 2.000 samples exhibit a peak oxidation current at \sim4.6 and 4.7 V vs. the reference electrode ( Na_9Sn_4 )...",8,5,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_11,,6,2,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_12,Figure 4. Effect of solid electrolyte crystallinity on ionic conductivity,6,5,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_14,"All-solid-state cells using the x = 1.625 and x = 2.000 catholytes were assembled and cycled at room temperature using an areal loading of 1 mAh cm ^-2 (Figure 4A). At a 0.1 C current rate (where 1 C = 120 mA g ^-1 or 100 \mu A cm ^-2 ), both compositions deliver high initial charge and discharge capacities (Figure 6A), with initial Coulombic efficiency (ICE) values of >96%. These high ICE values are attributed to the good electrochemical compatibility between the catholyte and the NaCrO _2 cat...",4,5,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_15,Figure 5. Electrochemical stability window of catholytes,6,2,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_16,,8,3,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_17,,8,5,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_18,,21,2,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_19,Figure 6. Electrochemical performance of nanocrystalline and amorphous SEs,11,5,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,table_candidate_20,Figure 6. Electrochemical performance of nanocrystalline and amorphous SEs,8,5,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_1,,6,2,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_2,,6,2,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_3,,7,2,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_4,,6,2,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_5,,2,3,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_6,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_7,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_8,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_9,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_10,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_11,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_12,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_13,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_14,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_15,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_16,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_17,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_18,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_19,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_20,,0,,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,table_candidate_16,,56,3,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_1,,1,4,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_3,,0,,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_4,,0,,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_5,,0,,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_8,,0,,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_9,,0,,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_candidate_2,,3,4,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_candidate_6,,6,3,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_candidate_7,,5,7,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_candidate_10,,9,2,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_candidate_11,,2,2,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,table_candidate_12,,5,2,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_4,Doping Ratio vs Log10 Conductivity,4,2,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_6,Electrochemical Stability and Transference Number Data,2,3,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_12,Cycle Performance of Full Batteries,2,5,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_1,,4,5,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_2,,5,3,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_3,,2,2,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_5,,8,4,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_6,"important role to measure whether they can match the high-voltage cathode materials [2]. As shown in Fig. 4c, the electrochemical stability window of LABTP-2@PVB film (4.5 V) is higher than that of LATP@PVB (4.26 V), which indicates that Bi atom is more conducive to the stability of LATP crystal structure [42]. In addition, the lithium ion migration numbers of the two materials were compared. The large number of lithium ion migrations means that the battery has very small voltage hysteresis [32...",21,2,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_7,,6,2,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_9,,5,3,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_10,"temperature to assess its safety. It can be seen from the TG curve that the CSE begins to decompose at 220 °C (Fig. 4e). At the same time, the pure PVB was also tested by thermogravimetry (Figure S9). The curve shape of PVB is similar to that of CSE, indicating that the thermal stability of the CSE depends on PVB. For CSE, only LABTP remains at 600 °C, and the content accounts for 83.5 % of the total CSE, which is basically consistent with the feeding ratio. In addition, we visually compared th...",1,2,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_11,,7,3,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_13,"different CSE. The Li|LABTP-2@PVB|LFP cell exhibits high discharge specific capacities at 0.1 C, 0.2 C, 0.5 C, 1.0 C and 2.0 C, respectively. When the current density returns to 0.1 C, the capacity recovers to 150.5 mAh g ^-1 , which demonstrates the outstanding reversibility of the full batteries. Furthermore, the long-term cycle performance of Li|LABTP-2@PVB|LFP and Li|LATP@PVB|LFP full batteries are shown in Fig. 5c. The capacity of Li|LATP@PVB|LFP full cells is essentially maintained at abo...",5,3,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_14,,2,2,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,table_candidate_15,,2,2,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json
