paper_id,entity_id,material_node_id,material_name,formula,alias,material_type,structure_family,crystal_form,phase_composition,confidence,sse_family,conducting_ion,title,doi,year,journal,source_json,evidence
592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes,E1,material:592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes:E1,PEO/LTFSI/SiO2 (40 wt%),,PEO/LTFSI (2:1) and 40 wt % SiO2,composite solid polymer electrolyte,PEO-based,,"PEO, LTFSI, SiO2",0.9,composite,Li+,Revealing the mechanisms of lithium-ion transport and conduction in composite solid polymer electrolytes,10.1016/j.xcrp.2023.101321,2023,Cell Reports Physical Science,信息提取结果/592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes/sse_extraction.json,"The images of the electrolytes with PEO, lithium bis trifluoromethyl sulfonamide (LTFSI), and SiO2 are shown in Figures 2B and 2C."
592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes,E2,material:592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes:E2,"PEO/LLZO (10 wt%, no salt)",,PEO and 10 wt % LLZO,composite solid polymer electrolyte,PEO-based,,"PEO, LLZO",0.9,composite,Li+,Revealing the mechanisms of lithium-ion transport and conduction in composite solid polymer electrolytes,10.1016/j.xcrp.2023.101321,2023,Cell Reports Physical Science,信息提取结果/592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes/sse_extraction.json,"In SPEs composed of the PEO and 10 wt % LLZO (without lithium salt), the current was found to be concentrated in locale of LLZO particles"
592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes,E3,material:592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes:E3,"PEO/LLZO (50 wt%, no salt)",,PEO and 50 wt % LLZO,composite solid polymer electrolyte,PEO-based,,"PEO, LLZO",0.9,composite,Li+,Revealing the mechanisms of lithium-ion transport and conduction in composite solid polymer electrolytes,10.1016/j.xcrp.2023.101321,2023,Cell Reports Physical Science,信息提取结果/592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes/sse_extraction.json,"As LLZO is increased to 50 wt %, the current is still concentrated on the LLZO particles (in Figure 3C4)"
592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes,E4,material:592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes:E4,PEO/LTFSI/LLZO (10 wt%),,PEO/LTFSI (2:1) and 10 wt % LLZO,composite solid polymer electrolyte,PEO-based,,"PEO, LTFSI, LLZO",0.9,composite,Li+,Revealing the mechanisms of lithium-ion transport and conduction in composite solid polymer electrolytes,10.1016/j.xcrp.2023.101321,2023,Cell Reports Physical Science,信息提取结果/592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes/sse_extraction.json,"In SPEs with Li salt (LTFSI), the TUNA current was also found to be mainly concentrated on the LLZO particles, as shown in Figures 3D4 and 3E4."
592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes,E5,material:592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes:E5,PEO/LTFSI/LLZO (40 wt%),,PEO/LTFSI (2:1) and 40 wt % LLZO,composite solid polymer electrolyte,PEO-based,,"PEO, LTFSI, LLZO",0.9,composite,Li+,Revealing the mechanisms of lithium-ion transport and conduction in composite solid polymer electrolytes,10.1016/j.xcrp.2023.101321,2023,Cell Reports Physical Science,信息提取结果/592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes/sse_extraction.json,"In SPEs with Li salt (LTFSI), the TUNA current was also found to be mainly concentrated on the LLZO particles, as shown in Figures 3D4 and 3E4."
592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes,E6,material:592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes:E6,"PEO/LTFSI/LLZO/SCN (40 wt% LLZO, 10 wt% SCN)",,"PEO/LTFSI (2:1), 10 wt % SCN and 40 wt % LLZO",composite solid polymer electrolyte,PEO-based,,"PEO, LTFSI, LLZO, SCN",0.9,composite,Li+,Revealing the mechanisms of lithium-ion transport and conduction in composite solid polymer electrolytes,10.1016/j.xcrp.2023.101321,2023,Cell Reports Physical Science,信息提取结果/592-Revealing_the_mechanisms_of_lithium-ion_transport_and_conduction_in_composite_solid_polymer_electrolytes/sse_extraction.json,The dominant contribution from fillers on TUNA current can be drastically altered as seen from the experiment with SCN as an additive to SPEs.
593-All-solid-state_sodium-ion_batteries_operating_at_room_temperature_based_on_NASICON-type_NaTi2(PO4)3_cathode_and_ceramic_NASICON_solid_elect,E1,material:593-All-solid-state_sodium-ion_batteries_operating_at_room_temperature_based_on_NASICON-type_NaTi2(PO4)3_cathode_and_ceramic_NASICON_solid_elect:E1,Na3.16Zr1.84Y0.16Si2PO12,Na3.16Zr1.84Y0.16Si2PO12,NZSP; NASICON solid electrolyte,oxide/phosphate solid electrolyte,NASICON,polycrystalline,Pure phase NASICON,0.95,borate/phosphate,Na+,All-solid-state sodium-ion batteries operating at room temperature based on NASICON-type NaTi_2(PO_4)_3 cathode and ceramic NASICON solid electrolyte: A complete in situ synchrotron X-ray study,10.1016/j.cej.2023.144509,2023,Chemical Engineering Journal,信息提取结果/593-All-solid-state_sodium-ion_batteries_operating_at_room_temperature_based_on_NASICON-type_NaTi2(PO4)3_cathode_and_ceramic_NASICON_solid_elect/sse_extraction.json,The solid-state electrolyte Na_3.16Zr_1.84Y_0.16Si_2PO_12 was synthesized using a typical solid-state reaction technique
594-Mg-doped_NASICON-type_electrolyte_for_rechargeable_solid-state_sodium-ion_batteries,E1,material:594-Mg-doped_NASICON-type_electrolyte_for_rechargeable_solid-state_sodium-ion_batteries:E1,Mg-NZSP-0.128,Na3.456Zr1.872Mg0.128Si2.2P0.8O12,Mg-NZSP-0.128; optimized Mg-doped NZSP2.2,oxide solid electrolyte,NASICON,polycrystalline,"Monoclinic NASICON (48.3%), Rhombohedral NASICON (30.3%), m-ZrO2 (7.5%), Mg-doped Na3PO4 (14%)",0.95,oxide,Na+,Mg-doped NASICON-type electrolyte for rechargeable solid-state sodium-ion batteries,,,,信息提取结果/594-Mg-doped_NASICON-type_electrolyte_for_rechargeable_solid-state_sodium-ion_batteries/sse_extraction.json,Mg-NZSP-0.128
595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith,E1,material:595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith:E1,PBHL@LLZTO@DDB,,PBHL@LLZTO@DDB membrane; self-healing CSE,composite solid electrolyte,polymer-ceramic composite,,PBHL matrix with LLZTO@DDB fillers (20 wt%),0.95,composite,Li+,A self-healing composite solid electrolyte with dynamic three-dimensional inorganic/organic hybrid network for flexible all-solid-state lithium metal batteries,,,,信息提取结果/595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith/sse_extraction.json,PBHL@LLZTO@DDB electrolyte membrane
595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith,E2,material:595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith:E2,PBHL,,PBHL matrix; polyurethane,solid polymer electrolyte,polyurethane,,PEG-HDI-BHDS copolymer,0.9,composite,Li+,A self-healing composite solid electrolyte with dynamic three-dimensional inorganic/organic hybrid network for flexible all-solid-state lithium metal batteries,,,,信息提取结果/595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith/sse_extraction.json,"PBHL was synthesized by the condensation reaction of PEG, HDI and BHDS"
595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith,E3,material:595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith:E3,PBHL@LLZTO,,PBHL doped with non-modified LLZTO,composite solid electrolyte,polymer-ceramic composite,,PBHL with bare LLZTO,0.9,composite,Li+,A self-healing composite solid electrolyte with dynamic three-dimensional inorganic/organic hybrid network for flexible all-solid-state lithium metal batteries,,,,信息提取结果/595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith/sse_extraction.json,PBHL doped with non-modified LLZTO (named as PBHL@LLZTO)
595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith,E4,material:595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith:E4,Healed PBHL@LLZTO@DDB,,healed PBHL@LLZTO@DDB membrane,composite solid electrolyte,polymer-ceramic composite,,Self-healed PBHL@LLZTO@DDB,0.9,composite,Li+,A self-healing composite solid electrolyte with dynamic three-dimensional inorganic/organic hybrid network for flexible all-solid-state lithium metal batteries,,,,信息提取结果/595-A_self-healing_composite_solid_electrolyte_with_dynamic_three-dimensional_inorganic_organic_hybrid_network_for_flexible_all-solid-state_lith/sse_extraction.json,healed PBHL@LLZTO@DDB
596-PEO-based_solid-state_electrolyte_modified_by_cationic_covalent_organic_frameworks_enabling_high-performance_all-solid-state_Li_metal_and_gr,E1,material:596-PEO-based_solid-state_electrolyte_modified_by_cationic_covalent_organic_frameworks_enabling_high-performance_all-solid-state_Li_metal_and_gr:E1,1%EB-COF,PEO-LiTFSI-Al2O3-EB-COF-TFSI,1% EB-COF; 1 wt% EB-COF-TFSI,composite polymer electrolyte,PEO-based,semi-crystalline,PEO matrix with 1 wt% EB-COF-TFSI and 15 wt% nano Al2O3,0.95,composite,Li+,PEO-based solid-state electrolyte modified by cationic covalent organic frameworks enabling high-performance all-solid-state Li metal and graphite anode batteries,,,,信息提取结果/596-PEO-based_solid-state_electrolyte_modified_by_cationic_covalent_organic_frameworks_enabling_high-performance_all-solid-state_Li_metal_and_gr/sse_extraction.json,"SSEs are named x%EB-COF (x% means the weight content of EB-COF-TFSI additive, x = 0, 1, 3, 5 or 10)."
596-PEO-based_solid-state_electrolyte_modified_by_cationic_covalent_organic_frameworks_enabling_high-performance_all-solid-state_Li_metal_and_gr,E2,material:596-PEO-based_solid-state_electrolyte_modified_by_cationic_covalent_organic_frameworks_enabling_high-performance_all-solid-state_Li_metal_and_gr:E2,0%EB-COF,PEO-LiTFSI-Al2O3,0% EB-COF; baseline PEO electrolyte,composite polymer electrolyte,PEO-based,semi-crystalline,"PEO matrix with 15 wt% nano Al2O3, no COF",0.95,composite,Li+,PEO-based solid-state electrolyte modified by cationic covalent organic frameworks enabling high-performance all-solid-state Li metal and graphite anode batteries,,,,信息提取结果/596-PEO-based_solid-state_electrolyte_modified_by_cationic_covalent_organic_frameworks_enabling_high-performance_all-solid-state_Li_metal_and_gr/sse_extraction.json,"SSEs are named x%EB-COF (x% means the weight content of EB-COF-TFSI additive, x = 0, 1, 3, 5 or 10)."
596-PEO-based_solid-state_electrolyte_modified_by_cationic_covalent_organic_frameworks_enabling_high-performance_all-solid-state_Li_metal_and_gr,E3,material:596-PEO-based_solid-state_electrolyte_modified_by_cationic_covalent_organic_frameworks_enabling_high-performance_all-solid-state_Li_metal_and_gr:E3,1%EB-COF (50 °C Conductivity),PEO-LiTFSI-Al2O3-EB-COF-TFSI,1% EB-COF,composite polymer electrolyte,PEO-based,,,0.95,composite,Li+,PEO-based solid-state electrolyte modified by cationic covalent organic frameworks enabling high-performance all-solid-state Li metal and graphite anode batteries,,,,信息提取结果/596-PEO-based_solid-state_electrolyte_modified_by_cationic_covalent_organic_frameworks_enabling_high-performance_all-solid-state_Li_metal_and_gr/sse_extraction.json,1% EB-COF has the highest ionic conductivity 2.19 × 10 ^-4 S cm ^-1
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,E1,material:597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity:E1,Na0.625Y0.25Zr0.75Cl4.375 (x=1.625),Na0.625Y0.25Zr0.75Cl4.375,x = 1.625; Na2.25-xY0.25Zr0.75Cl6-x (x=1.625),halide solid electrolyte,Chloride,nanocrystalline,Na0.625Y0.25Zr0.75Cl4.375 with ~4 wt% NaCl impurity,0.95,halide,Na+,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json,Na_0.625Y_0.25Zr_0.75Cl_4.375 (x = 1.625)
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,E2,material:597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity:E2,Na0.25Y0.25Zr0.75Cl4 (x=2.000),Na0.25Y0.25Zr0.75Cl4,x = 2.000; Na2.25-xY0.25Zr0.75Cl6-x (x=2.000),halide solid electrolyte,Chloride,amorphous,Na0.25Y0.25Zr0.75Cl4 with ~4 wt% NaCl impurity,0.95,halide,Na+,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json,Na_0.25Y_0.25Zr_0.75Cl_4 (x = 2.000)
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,E3,material:597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity:E3,Na0.625Y0.25Zr0.75Cl4.375-HT (x=1.625 heat-treated),Na0.625Y0.25Zr0.75Cl4.375,x = 1.625-HT,halide solid electrolyte,Chloride,crystalline,Crystallized Na0.625Y0.25Zr0.75Cl4.375,0.9,halide,Na+,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json,"The Na_0.625Y_0.25Zr_0.75Cl_4.375 (x = 1.625) and Na_0.25Y_0.25Zr_0.75Cl_4 (x = 2.000) compositions were subjected to heat treatments to induce crystallization. The powders were cold pressed into pellets, loaded into quartz ampoules, and then flame sealed und..."
597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity,E4,material:597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity:E4,Na0.25Y0.25Zr0.75Cl4-HT (x=2.000 heat-treated),Na0.25Y0.25Zr0.75Cl4,x = 2.000-HT,halide solid electrolyte,Chloride,partially crystalline,Partially crystallized Na0.25Y0.25Zr0.75Cl4,0.9,halide,Na+,Amorphous and nanocrystalline halide solid electrolytes with enhanced sodium-ion conductivity,10.1016/j.matt.2023.12.028,2024,Matter,信息提取结果/597-Amorphous_and_nanocrystalline_halide_solid_electrolytes_with_enhanced_sodium-ion_conductivity/sse_extraction.json,"The Na_0.625Y_0.25Zr_0.75Cl_4.375 (x = 1.625) and Na_0.25Y_0.25Zr_0.75Cl_4 (x = 2.000) compositions were subjected to heat treatments to induce crystallization. The powders were cold pressed into pellets, loaded into quartz ampoules, and then flame sealed und..."
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,E1,material:598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries:E1,Li2ZrCl6 (LZC),Li2ZrCl6,LZC,halide solid electrolyte,hexagonal close-packed (hcp),polycrystalline,pure phase matching Li3YCl6 structure,0.95,composite,Li+,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json,"To prepare Li_2ZrCl_6 (LZC), a stoichiometric mixture (10 g) of LiCl (anhydrous, 99%, Aladdin), ZrCl_4 (anhydrous, 99.9%, Aladdin), was ball-milled at 250 rpm for 32 h in a ZrO_2 tank (500 mL, inner dimensions: \varphi 89 \times h 88 mm) with ZrO_2 balls ( \v..."
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,E2,material:598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries:E2,Li6PS5Cl (LPSC),Li6PS5Cl,LPSC,sulfide solid electrolyte,Argyrodite,polycrystalline,pure argyrodite-phase,0.95,composite,Li+,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json,Li_6PS_5Cl (LPSC) was synthesized by a procedure of ball-milling and subsequent annealing.
598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries,E3,material:598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries:E3,LPSC-LZC-LPSC Composite,,composite SSE; LPSC-LZC-LPSC,composite solid electrolyte,halide/sulfide composite,pellet,LZC core with LPSC buffer layers,0.95,composite,Li+,Halide/sulfide composite solid-state electrolyte for Li-anode based all-solid-state batteries,10.1016/j.cclet.2023.108228,2023,Chinese Chemical Letters,信息提取结果/598-Halide_sulfide_composite_solid-state_electrolyte_for_Li-anode_based_all-solid-state_batteries/sse_extraction.json,The composite SSE was synthesized by cold pressing at 240 MPa.
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,E1,material:599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries:E1,PDOL-30% LAGP,PDOL/Li1.5Al0.5Ge1.5(PO4)3,PDOL-30% LAGP CSE; PDOL-30%LAGP,composite solid electrolyte,Polymer-ceramic composite,amorphous polymer with crystalline ceramic filler,PDOL matrix with 30 wt% LAGP filler,0.95,composite,Li+,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json,The optimized poly-DOL (PDOL)-30% LAGP CSE exhibits a desirable dense and uniform structure
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,E2,material:599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries:E2,Pristine PDOL,PDOL,pristine-PDOL,polymer solid electrolyte,Polymer,amorphous,Pure PDOL,0.9,composite,Li+,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json,pristine-PDOL film without LAGP particles
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,E3,material:599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries:E3,PDOL-10% LAGP,PDOL/Li1.5Al0.5Ge1.5(PO4)3,PDOL-10% LAGP,composite solid electrolyte,Polymer-ceramic composite,amorphous/crystalline mix,PDOL with 10% LAGP,0.9,composite,Li+,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json,PDOL-10% LAGP
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,E4,material:599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries:E4,PDOL-20% LAGP,PDOL/Li1.5Al0.5Ge1.5(PO4)3,PDOL-20% LAGP,composite solid electrolyte,Polymer-ceramic composite,amorphous/crystalline mix,PDOL with 20% LAGP,0.9,composite,Li+,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json,PDOL-20% LAGP
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,E5,material:599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries:E5,PDOL-40% LAGP,PDOL/Li1.5Al0.5Ge1.5(PO4)3,PDOL-40% LAGP,composite solid electrolyte,Polymer-ceramic composite,amorphous/crystalline mix,PDOL with 40% LAGP,0.9,composite,Li+,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json,PDOL-40% LAGP
599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries,E6,material:599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries:E6,PDOL-50% LAGP,PDOL/Li1.5Al0.5Ge1.5(PO4)3,PDOL-50% LAGP,composite solid electrolyte,Polymer-ceramic composite,amorphous/crystalline mix,PDOL with 50% LAGP,0.9,composite,Li+,A high ionic conductive PDOL/LAGP composite solid electrolyte film for Interfacial Stable solid-state lithium batteries,,,,信息提取结果/599-A_high_ionic_conductive_PDOL_LAGP_composite_solid_electrolyte_film_for_Interfacial_Stable_solid-state_lithium_batteries/sse_extraction.json,PDOL-50% LAGP
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,E1,material:600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content:E1,LATP,Li1.3Al0.3Ti1.7(PO4)3,LATP,oxide solid electrolyte,NASICON,polycrystalline,Pure phase matched with JCPDS No. 35-0754,0.95,composite,Li+,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json,"prepared Li_1.3Al_0.3-xBi_x-Ti_1.7(PO_4)_3 (x = 0, 0.01, 0.02, 0.03) were denoted as LATP"
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,E2,material:600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content:E2,LABTP-2,Li1.3Al0.28Bi0.02Ti1.7(PO4)3,LABTP-2; x=0.02,oxide solid electrolyte,NASICON,polycrystalline,Pure NASICON type crystal structure,0.95,composite,Li+,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json,LABTP-2
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,E3,material:600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content:E3,LABTP-2@PVB CSE,Li1.3Al0.28Bi0.02Ti1.7(PO4)3 / PVB Composite,LABTP-2@PVB; CSE,composite solid electrolyte,NASICON/Polymer Composite,polycrystalline/polymer matrix,"85 wt% LABTP-2, 15 wt% PVB/BBP",0.95,composite,Li+,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json,LABTP-2@PVB CSE
600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content,E4,material:600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content:E4,LATP@PVB CSE,Li1.3Al0.3Ti1.7(PO4)3 / PVB Composite,LATP@PVB,composite solid electrolyte,NASICON/Polymer Composite,polycrystalline/polymer matrix,"85 wt% LATP, 15 wt% PVB/BBP",0.95,composite,Li+,High-performance lithium metal batteries based on composite solid-state electrolytes with high ceramic content,10.1016/j.ensm.2023.103089,2023,Energy Storage Materials,信息提取结果/600-High-performance_lithium_metal_batteries_based_on_composite_solid-state_electrolytes_with_high_ceramic_content/sse_extraction.json,LATP@PVB
"601-Ultra-thin,_non-combustible_PEO_polymer_solid_electrolyte_for_high_safety_polymer_lithium_metal_batteries",E1,"material:601-Ultra-thin,_non-combustible_PEO_polymer_solid_electrolyte_for_high_safety_polymer_lithium_metal_batteries:E1",PLP30H,PEO/LiPF6/HMH@PA6,PEO/LiPF6/HMH@PA6; PLP30H,polymer composite solid electrolyte,PEO-based composite,semi-crystalline,"PEO, LiPF6, HMH (30% of PEO+Li mass), PA6 skeleton",0.95,polymer,Li+,"Ultra-thin, non-combustible PEO polymer solid electrolyte for high safety polymer lithium metal batteries",,,,"信息提取结果/601-Ultra-thin,_non-combustible_PEO_polymer_solid_electrolyte_for_high_safety_polymer_lithium_metal_batteries/sse_extraction.json","the composite electrolyte membrane is labeled PLPxH (X is the proportion of HMH in the compound electrolyte with the total weight of PEO and lithium: 10, 20, 30, and 40%)"
"601-Ultra-thin,_non-combustible_PEO_polymer_solid_electrolyte_for_high_safety_polymer_lithium_metal_batteries",E2,"material:601-Ultra-thin,_non-combustible_PEO_polymer_solid_electrolyte_for_high_safety_polymer_lithium_metal_batteries:E2",PLP,PEO/LiPF6@PA6,PEO/LiPF6@PA6; PLP,polymer composite solid electrolyte,PEO-based composite,semi-crystalline,"PEO, LiPF6, PA6 skeleton",0.9,polymer,Li+,"Ultra-thin, non-combustible PEO polymer solid electrolyte for high safety polymer lithium metal batteries",,,,"信息提取结果/601-Ultra-thin,_non-combustible_PEO_polymer_solid_electrolyte_for_high_safety_polymer_lithium_metal_batteries/sse_extraction.json","Subsequently, the PEO/LiPF6 @PA6 (abbreviated as PLP) SSEs were obtained by casting the above-mixed solution on the PA6 fibrous membrane"
